home_team,away_team,tournament,city,country,neutral,result
Italy,Liechtenstein,FIFA World Cup qualification,Udine,Italy,FALSE,2
Bosnia and Herzegovina,Portugal,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,FALSE,0
Gambia,Senegal,FIFA World Cup qualification,Bakau,Gambia,FALSE,0
South Korea,China PR,AFC Asian Cup qualification,Manila,Philippines,TRUE,2
Guatemala,Costa Rica,CONCACAF Championship qualification,Guatemala,Guatemala,FALSE,0
Anguilla,Dominican Republic,FIFA World Cup qualification,Fort Lauderdale,United States,TRUE,1
Turkey,Germany,UEFA Euro qualification,Istanbul,Turkey,FALSE,1
Ghana,Nigeria,Friendly,Addis Ababa,Ethiopia,TRUE,2
South Africa,Zambia,FIFA World Cup qualification,Johannesburg,South Africa,FALSE,2
Lithuania,Moldova,Friendly,Marijampolė,Lithuania,FALSE,2
Switzerland,Slovakia,Friendly,Lugano,Switzerland,FALSE,2
Germany,South Korea,FIFA World Cup,Dallas,United States,TRUE,2
Bulgaria,Denmark,FIFA World Cup qualification,Sofia,Bulgaria,FALSE,0
France,Russia,FIFA World Cup qualification,Paris,France,FALSE,2
Guinea,Malawi,African Cup of Nations,Bafoussam,Cameroon,TRUE,2
Bosnia and Herzegovina,Albania,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,FALSE,2
Eswatini,Angola,African Cup of Nations qualification,Lobamba,Swaziland,FALSE,1
Austria,Spain,Friendly,Vienna,Austria,FALSE,1
Republic of Ireland,Norway,Friendly,Dublin,Republic of Ireland,FALSE,2
Japan,Taiwan,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,2
Finland,Scotland,UEFA Euro qualification,Helsinki,Finland,FALSE,1
Australia,Liechtenstein,Friendly,Ulm,Germany,TRUE,2
Iran,Qatar,Friendly,Tabriz,Iran,FALSE,2
Australia,Czechoslovakia,Friendly,Canberra,Australia,FALSE,1
South Korea,Guam,AFC Asian Cup qualification,Ho Chi Minh City,Vietnam,TRUE,2
Mexico,Colombia,Friendly,León,Mexico,FALSE,0
Senegal,Sierra Leone,Amílcar Cabral Cup,Dakar,Senegal,FALSE,2
England,Switzerland,Friendly,London,England,FALSE,2
United Koreans in Japan,Tuvalu,CONIFA World Football Cup,Bracknell,England,TRUE,2
Tunisia,Malawi,Friendly,Tunis,Tunisia,FALSE,1
Cayman Islands,Bahamas,Friendly,George Town,Cayman Islands,FALSE,2
South Korea,Ukraine,Friendly,Seoul,South Korea,FALSE,2
Saare County,Ynys Môn,Island Games,St. Sampson,Guernsey,TRUE,1
Algeria,Benin,Friendly,Algiers,Algeria,FALSE,2
Uganda,Zanzibar,Friendly,Dar es Salaam,Tanzania,TRUE,2
Greece,Switzerland,Friendly,Athens,Greece,FALSE,0
Italy,Bulgaria,Friendly,Cesena,Italy,FALSE,2
Vietnam,Thailand,AFF Championship,Hanoi,Vietnam,FALSE,2
Brunei,Philippines,AFF Championship,Singapore,Singapore,TRUE,2
Thailand,Malaysia,Southeast Asian Games,Singapore,Singapore,TRUE,0
Burkina Faso,Ghana,African Cup of Nations,Port-Gentil,Gabon,TRUE,2
Suriname,Curaçao,Friendly,Paramaribo,Suriname,FALSE,2
Czech Republic,Belgium,FIFA World Cup qualification,Prague,Czech Republic,FALSE,0
Guatemala,Jamaica,Gold Cup,Carson,United States,TRUE,1
South Africa,Angola,African Cup of Nations,Johannesburg,South Africa,FALSE,2
South Africa,United States,Friendly,Johannesburg,South Africa,FALSE,1
Bolivia,Chile,FIFA World Cup qualification,La Paz,Bolivia,FALSE,2
Scotland,Russia,UEFA Euro,Norrköping,Sweden,TRUE,2
Jamaica,Bahamas,FIFA World Cup qualification,Kingston,Jamaica,FALSE,2
Spain,Romania,UEFA Euro qualification,Seville,Spain,FALSE,2
Zambia,Uganda,Friendly,Ndola,Zambia,FALSE,2
Jamaica,Canada,Gold Cup,Houston,United States,TRUE,2
Ukraine,Uzbekistan,Friendly,Kyiv,Ukraine,FALSE,2
Lebanon,Algeria,Friendly,Beirut,Lebanon,FALSE,0
Netherlands,Finland,UEFA Euro qualification,Nijmegen,Netherlands,FALSE,2
Hong Kong,South Korea,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,1
Saudi Arabia,Egypt,FIFA World Cup,Volgograd,Russia,TRUE,2
Ukraine,Northern Ireland,UEFA Euro qualification,Donetsk,Ukraine,FALSE,0
Greece,Hungary,Friendly,Piraeus,Greece,FALSE,2
Sweden,Turkey,FIFA World Cup qualification,Gothenburg,Sweden,FALSE,0
Kuwait,North Korea,Friendly,Kuwait City,Kuwait,FALSE,2
Tajikistan,Pakistan,AFC Challenge Cup qualification,Bishkek,Kyrgyzstan,TRUE,2
Liberia,Central African Republic,FIFA World Cup qualification,Douala,Cameroon,TRUE,2
Poland,Romania,FIFA World Cup qualification,Warsaw,Poland,FALSE,2
Niger,Tanzania,African Cup of Nations qualification,Cotonou,Benin,TRUE,0
Chile,Uruguay,Copa Juan Pinto Durán,Santiago,Chile,FALSE,1
Curaçao,Grenada,CFU Caribbean Cup qualification,Willemstad,Netherlands Antilles,TRUE,1
Czech Republic,Wales,FIFA World Cup qualification,Ostrava,Czech Republic,FALSE,0
Albania,Belarus,UEFA Euro qualification,Tirana,Albania,FALSE,2
Netherlands,San Marino,FIFA World Cup qualification,Amsterdam,Netherlands,FALSE,2
Costa Rica,Guyana,FIFA World Cup qualification,San José,Costa Rica,FALSE,2
Bahrain,Thailand,Korea Cup,Seoul,South Korea,TRUE,1
Guatemala,Trinidad and Tobago,FIFA World Cup qualification,Guatemala,Guatemala,FALSE,0
Scotland,England,British Home Championship,Glasgow,Scotland,FALSE,0
Portugal,Romania,Friendly,Lisbon,Portugal,FALSE,1
Mauritania,Togo,African Cup of Nations qualification,Nouakchott,Mauritania,FALSE,2
Sweden,Russia,UEFA Euro qualification,Solna,Sweden,FALSE,0
Iraq,Sri Lanka,AFC Asian Cup qualification,Kuwait City,Kuwait,TRUE,2
Qatar,Uzbekistan,FIFA World Cup qualification,Doha,Qatar,FALSE,0
Philippines,Macau,Dragon Cup,Kaohsiung,Taiwan,TRUE,2
Venezuela,Brazil,FIFA World Cup qualification,San Cristóbal,Venezuela,FALSE,1
Romania,Colombia,FIFA World Cup,Lyon,France,TRUE,2
Lesotho,Burundi,FIFA World Cup qualification,Maseru,Lesotho,FALSE,2
Japan,South Korea,FIFA World Cup qualification,Tokyo,Japan,FALSE,0
Cuba,Canada,CONCACAF Nations League,George Town,Cayman Islands,TRUE,1
Trinidad and Tobago,Jamaica,Friendly,San Fernando,Trinidad and Tobago,FALSE,2
Brazil,Honduras,Friendly,Porto Alegre,Brazil,FALSE,2
Malaysia,Cambodia,Friendly,Kuala Lumpur,Malaysia,FALSE,0
New Caledonia,Tahiti,Pacific Games,Koné,New Caledonia,FALSE,2
Venezuela,Ecuador,Copa América,Rio de Janeiro,Brazil,TRUE,0
Mexico,Ecuador,Friendly,Los Angeles,United States,TRUE,2
Libya,Benin,FIFA World Cup qualification,Tripoli,Libya,FALSE,2
Argentina,Cameroon,Friendly,Geneva,Switzerland,TRUE,0
Hungary,Republic of Ireland,FIFA World Cup qualification,Budapest,Hungary,FALSE,2
Zimbabwe,Malawi,Friendly,Harare,Zimbabwe,FALSE,1
Malawi,Namibia,FIFA World Cup qualification,Blantyre,Malawi,FALSE,0
Denmark,Latvia,FIFA World Cup qualification,Copenhagen,Denmark,FALSE,2
Costa Rica,Jamaica,Gold Cup,Carson,United States,TRUE,0
Nepal,Timor-Leste,FIFA World Cup qualification,Kathmandu,Nepal,FALSE,2
Egypt,Kenya,Friendly,Aswan,Egypt,FALSE,2
Shetland,Isle of Wight,Island Games,St. Lawrence,Jersey,TRUE,0
Vietnam,Syria,AFC Asian Cup qualification,Hanoi,Vietnam,FALSE,1
Cuba,Honduras,CONCACAF Championship,Port of Spain,Trinidad and Tobago,TRUE,2
Chameria,Two Sicilies,CONIFA World Football Cup qualification,Miercurea Ciuc,Hungary,TRUE,2
Egypt,Sudan,African Cup of Nations qualification,Alexandria,Egypt,FALSE,2
Zambia,Nigeria,African Cup of Nations,Nelspruit,South Africa,TRUE,0
Spain,Romania,Friendly,Cádiz,Spain,FALSE,1
Barbados,United States Virgin Islands,FIFA World Cup qualification,Bridgetown,Barbados,FALSE,1
Austria,Argentina,Friendly,Vienna,Austria,FALSE,0
England,Czechoslovakia,FIFA World Cup,Bilbao,Spain,TRUE,2
Canada,Guatemala,Gold Cup,Foxborough,United States,TRUE,2
Niger,Congo,FIFA World Cup qualification,Niamey,Niger,FALSE,0
Trinidad and Tobago,Suriname,CONCACAF Championship qualification,San Fernando,Trinidad and Tobago,FALSE,0
United States,El Salvador,CONCACAF Championship,St. Louis,United States,FALSE,0
Costa Rica,Guatemala,Friendly,San José,Costa Rica,FALSE,2
Thailand,Malaysia,Southeast Asian Games,Bangkok,Thailand,FALSE,0
Iceland,Slovakia,Friendly,Reykjavík,Iceland,FALSE,0
Brazil,Paraguay,Copa América,La Paz,Bolivia,TRUE,1
Malaysia,Thailand,Friendly,Taipei,Taiwan,TRUE,1
Panama,Cuba,Friendly,Panama City,Panama,FALSE,2
Székely Land,Raetia,CONIFA World Football Cup,Sukhumi,Georgia,TRUE,2
Barbados,Grenada,Friendly,Bridgetown,Barbados,FALSE,0
Mozambique,Zambia,African Cup of Nations qualification,Maputo,Mozambique,FALSE,1
Saudi Arabia,Syria,Friendly,Riyadh,Saudi Arabia,FALSE,2
Portugal,Ukraine,UEFA Euro qualification,Lisbon,Portugal,FALSE,0
Egypt,Morocco,FIFA World Cup qualification,Cairo,Egypt,FALSE,0
China PR,Germany,Friendly,Shanghai,China PR,FALSE,0
Australia,Argentina,FIFA World Cup qualification,Sydney,Australia,FALSE,0
South Korea,Peru,Friendly,Busan,South Korea,FALSE,1
Italy,San Marino,Friendly,Cesena,Italy,FALSE,2
Chile,Colombia,FIFA World Cup qualification,Santiago,Chile,FALSE,0
Czech Republic,Switzerland,UEFA Nations League,Prague,Czech Republic,FALSE,2
Venezuela,Brazil,FIFA World Cup qualification,San Cristóbal,Venezuela,FALSE,1
Morocco,Gabon,FIFA World Cup qualification,Casablanca,Morocco,FALSE,1
Jamaica,United States,CONCACAF Championship qualification,Kingston,Jamaica,FALSE,0
South Korea,Guatemala,Korea Cup,Busan,South Korea,FALSE,2
Albania,Iceland,UEFA Euro qualification,Tirana,Albania,FALSE,2
Chile,Argentina,Friendly,Santiago,Chile,FALSE,1
Qatar,United Arab Emirates,Gulf Cup,Riyadh,Saudi Arabia,TRUE,2
Romania,Yugoslavia,Friendly,Bucharest,Romania,FALSE,2
Mauritania,Gambia,African Cup of Nations,Limbé,Cameroon,TRUE,1
Austria,England,Friendly,Vienna,Austria,FALSE,1
Czechoslovakia,Russia,Friendly,Trnava,Czechoslovakia,FALSE,0
Liberia,Kenya,FIFA World Cup qualification,Monrovia,Liberia,FALSE,0
Russia,Luxembourg,FIFA World Cup qualification,Moscow,Russia,FALSE,2
Bhutan,Afghanistan,AFC Challenge Cup qualification,Gurgaon,India,TRUE,1
Sri Lanka,Pakistan,AFC Challenge Cup qualification,Colombo,Sri Lanka,FALSE,0
Andorra,Austria,Friendly,Malaga,Spain,TRUE,1
Azerbaijan,Georgia,Friendly,Baku,Azerbaijan,FALSE,0
Spain,Finland,Friendly,Málaga,Spain,FALSE,2
Luxembourg,Hungary,Friendly,Esch-sur-Alzette,Luxembourg,FALSE,1
Brazil,Lithuania,Friendly,Teresina,Brazil,FALSE,2
Brazil,Ecuador,Copa América,Cochabamba,Bolivia,TRUE,0
Singapore,Kuwait,AFC Asian Cup qualification,Singapore,Singapore,FALSE,1
Grenada,United States Virgin Islands,FIFA World Cup qualification,St. George's,Grenada,FALSE,2
Cyprus,Romania,FIFA World Cup qualification,Larnaca,Cyprus,FALSE,1
Iraq,Saudi Arabia,Gulf Cup,Muscat,Oman,TRUE,2
Spain,Portugal,Friendly,La Coruña,Spain,FALSE,2
Iceland,Greenland,Friendly,Húsavík,Iceland,FALSE,2
Syria,Qatar,FIFA World Cup qualification,Paya Rumput,Malaysia,TRUE,2
Zambia,India,Friendly,Lusaka,Zambia,FALSE,2
South Korea,Colombia,Friendly,Seoul,South Korea,FALSE,2
England,Scotland,British Home Championship,Liverpool,England,FALSE,0
Romania,Liechtenstein,FIFA World Cup qualification,Bucharest,Romania,FALSE,2
Saudi Arabia,United Arab Emirates,Friendly,Abha,Saudi Arabia,FALSE,2
Namibia,DR Congo,Friendly,Windhoek,Namibia,FALSE,2
Uruguay,Ecuador,FIFA World Cup qualification,Montevideo,Uruguay,FALSE,2
Sierra Leone,South Sudan,Friendly,El Jadida,Morocco,TRUE,0
Latvia,Republic of Ireland,FIFA World Cup qualification,Riga,Latvia,FALSE,1
Iran,Algeria,Friendly,Doha,Qatar,TRUE,1
Uruguay,Colombia,Copa América,Montevideo,Uruguay,FALSE,2
Tonga,Fiji,FIFA World Cup qualification,Coffs Harbour,Australia,TRUE,1
China PR,Russia,Nehru Cup,Ernakulam,India,TRUE,1
Yemen,Cambodia,FIFA World Cup qualification,Sana'a,Yemen,FALSE,2
Norway,Finland,Nordic Championship,Oslo,Norway,FALSE,1
Bosnia and Herzegovina,Belgium,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,FALSE,2
South Africa,North Korea,Friendly,Taunusstein,Germany,TRUE,0
Netherlands,Scotland,FIFA World Cup qualification,Amsterdam,Netherlands,FALSE,2
Albania,Northern Ireland,FIFA World Cup qualification,Zürich,Switzerland,TRUE,2
Thailand,Jordan,Friendly,Bangkok,Thailand,FALSE,1
Venezuela,Colombia,Friendly,Maracaibo,Venezuela,FALSE,0
Moldova,Switzerland,FIFA World Cup qualification,Chișinău,Moldova,FALSE,1
Malaysia,Bahrain,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,FALSE,0
Sápmi,Provence,Viva World Cup,Gällivare,Sweden,FALSE,2
Colombia,Chile,Copa América,Bogotá,Colombia,FALSE,2
Poland,Czechoslovakia,Friendly,Warsaw,Poland,FALSE,1
Honduras,Mexico,FIFA World Cup qualification,San Pedro Sula,Honduras,FALSE,1
Brazil,Sweden,Friendly,London,England,TRUE,2
Guinea,Senegal,African Cup of Nations,Alexandria,Egypt,TRUE,1
Cuba,Saint Martin,CFU Caribbean Cup qualification,Uitvlugt,Guyana,TRUE,2
Belize,Canada,FIFA World Cup qualification,Belmopan,Belize,FALSE,0
Armenia,Serbia,UEFA Euro qualification,Yerevan,Armenia,FALSE,0
Andorra,Romania,FIFA World Cup qualification,Sant Julià de Lòria,Andorra,FALSE,1
Denmark,Norway,Nordic Championship,Copenhagen,Denmark,FALSE,2
Sierra Leone,Gambia,Friendly,Freetown,Sierra Leone,FALSE,2
Russia,Luxembourg,FIFA World Cup qualification,Moscow,Russia,FALSE,2
Bolivia,Uruguay,Copa América,Santiago,Chile,TRUE,1
Jamaica,Bermuda,FIFA World Cup qualification,Kingston,Jamaica,FALSE,2
Egypt,Botswana,Friendly,Cairo,Egypt,FALSE,0
Belgium,France,UEFA Nations League,Turin,Italy,TRUE,1
Guernsey,Shetland,Inter Games Football Tournament,Anglesey,Wales,TRUE,2
Shetland,Isle of Man,Island Games,Saint Sampson,Guernsey,TRUE,2
Bangladesh,Myanmar,Merdeka Tournament,Shah Alam,Malaysia,TRUE,1
England,Croatia,Friendly,Ipswich,England,FALSE,2
Hungary,German DR,UEFA Euro qualification,Budapest,Hungary,FALSE,2
Cuba,Dominican Republic,Friendly,Paramaribo,Suriname,TRUE,1
Kenya,Nigeria,African Cup of Nations,Rabat,Morocco,TRUE,1
Zambia,Malawi,Friendly,Kitwe,Zambia,FALSE,0
Lithuania,Latvia,Friendly,Kaunas,Soviet Union,FALSE,2
Algeria,Seychelles,African Cup of Nations qualification,Blida,Algeria,FALSE,2
Kenya,Madagascar,Friendly,Nairobi,Kenya,FALSE,1
Trinidad and Tobago,New Zealand,Friendly,Port of Spain,Trinidad and Tobago,FALSE,0
Malaysia,Papua New Guinea,Merdeka Tournament,Kuala Lumpur,Malaysia,FALSE,2
Cyprus,Armenia,Cyprus International Tournament,Limassol,Cyprus,FALSE,2
England,Germany,Friendly,London,England,FALSE,1
England,Northern Ireland,FIFA World Cup qualification,London,England,FALSE,0
Mexico,Colombia,Friendly,Phoenix,United States,TRUE,0
United States,Argentina,Friendly,East Rutherford,United States,FALSE,0
Costa Rica,Trinidad and Tobago,CONCACAF Championship,San José,Costa Rica,FALSE,0
Aruba,Curaçao,ABCS Tournament,Oranjestad,Aruba,FALSE,2
Indonesia,South Korea,Indonesia Tournament,Jakarta,Indonesia,FALSE,1
Ghana,Liberia,Friendly,Accra,Ghana,FALSE,0
South Africa,Senegal,African Cup of Nations,Mongomo,Equatorial Guinea,TRUE,0
Tajikistan,Jordan,AFC Asian Cup,Al Rayyan,Qatar,TRUE,1
Indonesia,New Zealand,FIFA World Cup qualification,Jakarta,Indonesia,FALSE,1
Netherlands,Luxembourg,Friendly,Rotterdam,Netherlands,FALSE,1
India,Bahrain,AFC Asian Cup,Sharjah,United Arab Emirates,TRUE,1
Malaysia,Myanmar,Merdeka Tournament,Kuala Lumpur,Malaysia,FALSE,2
Lithuania,Belarus,Friendly,Vilnius,Lithuania,FALSE,0
Israel,Estonia,UEFA Euro qualification,Ramat-Gan,Israel,FALSE,2
Iraq,Thailand,Nehru Cup,Calcutta,India,TRUE,2
Kuwait,Egypt,Friendly,Kuwait,Kuwait,FALSE,0
Burkina Faso,Burundi,African Cup of Nations qualification,Ouagadougou,Burkina Faso,FALSE,2
Vietnam Republic,Malaysia,Vietnam Independence Cup,Saigon,Vietnam Republic,FALSE,2
Dominica,Antigua and Barbuda,FIFA World Cup qualification,Roseau,Dominica,FALSE,0
Haiti,Mexico,CONCACAF Championship,Tegucigalpa,Honduras,TRUE,0
Luxembourg,France,FIFA World Cup qualification,Luxembourg,Luxembourg,FALSE,1
Estonia,Norway,Friendly,Tallinn,Estonia,FALSE,0
South Africa,Ethiopia,FIFA World Cup qualification,Johannesburg,South Africa,FALSE,2
Luxembourg,Portugal,FIFA World Cup qualification,Luxembourg,Luxembourg,FALSE,1
Cyprus,Wales,FIFA World Cup qualification,Limassol,Cyprus,FALSE,1
Eswatini,Guinea,African Cup of Nations qualification,Lobamba,Swaziland,FALSE,2
Zambia,Ivory Coast,Friendly,Lusaka,Zambia,FALSE,2
Maldives,Nepal,SAFF Cup,Margao,India,TRUE,2
Sweden,Finland,Nordic Championship,Jönköping,Sweden,FALSE,1
Ivory Coast,Tunisia,Friendly,Abidjan,Ivory Coast,FALSE,0
Denmark,Germany,Friendly,Copenhagen,Denmark,FALSE,1
Colombia,Liberia,Friendly,East Rutherford,United States,TRUE,2
Russia,Luxembourg,FIFA World Cup qualification,Moscow,Russia,FALSE,2
Portugal,Sweden,Friendly,Funchal,Portugal,FALSE,1
Austria,Sweden,Friendly,Vienna,Austria,FALSE,2
Saudi Arabia,Macau,FIFA World Cup qualification,Taif,Saudi Arabia,FALSE,2
Kenya,Zanzibar,Friendly,Dar es Salaam,Tanganyika,TRUE,2
Guinea,Mali,Amílcar Cabral Cup,Praia,Cape Verde,TRUE,2
Ukraine,Morocco,Friendly,Geneva,Switzerland,TRUE,0
Egypt,Mozambique,FIFA World Cup qualification,Alexandria,Egypt,FALSE,2
Croatia,Poland,Friendly,Split,Croatia,FALSE,0
Fiji,Solomon Islands,Friendly,Suva,Fiji,FALSE,0
Tanzania,Lesotho,African Cup of Nations qualification,Dar es Salaam,Tanzania,FALSE,0
Gibraltar,Denmark,UEFA Euro qualification,Gibraltar,Gibraltar,FALSE,1
Brazil,Paraguay,Friendly,Rio de Janeiro,Brazil,FALSE,2
England,Italy,UEFA Nations League,Wolverhampton,England,FALSE,0
Jamaica,Trinidad and Tobago,Friendly,Kingston,Jamaica,FALSE,2
Brunei,Kyrgyzstan,Friendly,Banda Aceh,Indonesia,TRUE,1
Algeria,Tunisia,Friendly,Algiers,Algeria,FALSE,2
Ivory Coast,Senegal,African Cup of Nations,Yamoussoukro,Ivory Coast,FALSE,0
Angola,Zimbabwe,Africa Cup of Nations qualification,Luanda,Angola,FALSE,2
Latvia,Georgia,Friendly,Riga,Latvia,FALSE,1
South Korea,North Korea,EAFF Championship,Jeonju,South Korea,FALSE,0
Greece,Luxembourg,FIFA World Cup qualification,Salonica,Greece,FALSE,2
Slovenia,Israel,Friendly,Celje,Slovenia,FALSE,0
Belgium,Netherlands,Friendly,Antwerp,Belgium,FALSE,2
United Arab Emirates,Oman,Gulf Cup,Riyadh,Saudi Arabia,TRUE,2
Eswatini,Mauritius,COSAFA Cup,Durban,South Africa,TRUE,0
Romania,France,UEFA Euro qualification,Bucharest,Romania,FALSE,1
Venezuela,Bolivia,Friendly,San Cristóbal,Venezuela,FALSE,0
Thailand,Malaysia,King's Cup,Bangkok,Thailand,FALSE,2
Vietnam,Laos,VFF Cup,Ho Chi Minh City,Vietnam,FALSE,2
Lebanon,United Arab Emirates,Friendly,Beirut,Lebanon,FALSE,1
England,Scotland,British Home Championship,London,England,FALSE,2
Guatemala,Jamaica,Gold Cup,Los Angeles,United States,TRUE,1
Tanzania,Kenya,Friendly,Mwanza,Tanzania,FALSE,2
Barbados,Belize,Friendly,Bridgetown,Barbados,FALSE,0
Saint Kitts and Nevis,Martinique,CFU Caribbean Cup qualification,Basseterre,Saint Kitts and Nevis,FALSE,1
Saint Kitts and Nevis,Antigua and Barbuda,Friendly,Basseterre,Saint Kitts and Nevis,FALSE,2
DR Congo,Rwanda,Friendly,Kinshasa,DR Congo,FALSE,1
Wales,Scotland,British Home Championship,Cardiff,Wales,FALSE,0
Suriname,Curaçao,Friendly,Paramaribo,Suriname,FALSE,0
Guyana,Trinidad and Tobago,Friendly,Paramaribo,Netherlands Guyana,TRUE,1
Suriname,Aruba,ABCS Tournament,Paramaribo,Suriname,FALSE,2
Honduras,Jamaica,Gold Cup,Dallas,United States,TRUE,1
Morocco,Senegal,Friendly,Casablanca,Morocco,FALSE,2
Singapore,Western Australia,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,1
Tanzania,South Africa,Friendly,Dar es Salaam,Tanzania,FALSE,1
England,Northern Ireland,British Home Championship,Liverpool,England,FALSE,0
Pakistan,Turkey,Friendly,Dhaka,Pakistan,FALSE,1
Mexico,United States,FIFA World Cup qualification,Mexico City,Mexico,FALSE,2
Nigeria,Ghana,Friendly,Lagos,Nigeria,FALSE,0
Tanzania,Uganda,Friendly,Nairobi,Kenya,TRUE,1
Northern Ireland,Malta,FIFA World Cup qualification,Belfast,Northern Ireland,FALSE,2
Cyprus,Estonia,Friendly,Larnaca,Cyprus,FALSE,1
Trinidad and Tobago,India,Friendly,San Fernando,Trinidad and Tobago,FALSE,2
Romania,Slovakia,UEFA Euro qualification,Bucharest,Romania,FALSE,0
Italy,Croatia,UEFA Euro qualification,Milan,Italy,FALSE,0
Myanmar,Vietnam,Southeast Asian Games,Bandar Seri Begawan,Brunei,TRUE,1
Indonesia,Western Australia,King's Cup,Bangkok,Thailand,TRUE,2
Hungary,Albania,FIFA World Cup qualification,Budapest,Hungary,FALSE,1
Western Sahara,Occitania,Viva World Cup,Salahaddin,Iraq,TRUE,1
El Salvador,Ecuador,Friendly,San Salvador,El Salvador,FALSE,1
Antigua and Barbuda,Trinidad and Tobago,CFU Caribbean Cup,St. John's,Antigua and Barbuda,FALSE,2
Kenya,Morocco,African Cup of Nations qualification,Nairobi,Kenya,FALSE,0
China PR,Tajikistan,FIFA World Cup qualification,Beijing,China PR,FALSE,0
Denmark,Greece,FIFA World Cup qualification,Copenhagen,Denmark,FALSE,1
Wales,England,British Home Championship,Cardiff,Wales,FALSE,1
Brazil,Uruguay,Copa América,Viña del Mar,Chile,TRUE,0
El Salvador,Costa Rica,Gold Cup,Harrison,United States,TRUE,0
Indonesia,Qatar,Friendly,Jakarta,Indonesia,FALSE,1
United Arab Emirates,Kyrgyzstan,AFC Asian Cup,Abu Dhabi,United Arab Emirates,FALSE,2
South Africa,Botswana,COSAFA Cup,Moruleng,South Africa,FALSE,2
Jamaica,Curaçao,Friendly,Kingston,Jamaica,FALSE,1
Scotland,Northern Ireland,British Home Championship,Glasgow,Scotland,FALSE,0
Brazil,Scotland,FIFA World Cup,Seville,Spain,TRUE,2
Ethiopia,Ivory Coast,African Cup of Nations,Addis Ababa,Ethiopia,FALSE,1
New Zealand,Malaysia,Friendly,Wellington,New Zealand,FALSE,2
Iran,Kuwait,FIFA World Cup qualification,Tehran,Iran,FALSE,0
Scotland,Faroe Islands,UEFA Euro qualification,Glasgow,Scotland,FALSE,2
Indonesia,South Korea,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,1
Nigeria,Zambia,African Cup of Nations,Tunis,Tunisia,TRUE,2
Denmark,Portugal,UEFA Euro qualification,Copenhagen,Denmark,FALSE,1
Armenia,Romania,FIFA World Cup qualification,Yerevan,Armenia,FALSE,0
Malawi,Cameroon,FIFA World Cup qualification,Blantyre,Malawi,FALSE,0
Myanmar,Pakistan,Asian Games,Tehran,Iran,TRUE,2
Northern Ireland,Poland,Friendly,Limassol,Cyprus,TRUE,1
Iraq,Japan,FIFA World Cup qualification,Doha,Qatar,TRUE,0
Italy,Portugal,Friendly,Genoa,Italy,FALSE,2
Zambia,Malawi,Friendly,Ndola,Zambia,FALSE,2
Germany,Belgium,FIFA World Cup,Chicago,United States,TRUE,2
Congo,Chad,UDEAC Cup,Douala,Cameroon,TRUE,2
Japan,Malaysia,Friendly,Kashima,Japan,FALSE,2
Germany,Italy,FIFA World Cup,Mexico City,Mexico,TRUE,1
United States,Bolivia,Friendly,Chester,United States,FALSE,2
Colombia,Germany,Friendly,Miami,United States,TRUE,0
Zimbabwe,Zambia,Friendly,Salisbury,Zimbabwe,FALSE,1
Malaysia,Vietnam Republic,Southeast Asian Peninsular Games,Kuala Lumpur,Malaysia,FALSE,1
Georgia,Poland,UEFA Euro qualification,Tbilisi,Georgia,FALSE,1
Iraq,South Korea,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE,0
